Address,Asking Price,Beds,Baths,Property Type,Energy Rating,Eircode,Local Property Tax,Agency Name,Agency Contact,Price Changes,URL
"15 Killarney Parade, Phibsborough, Dublin 7, D07PD61","€485,000",4 Bed,2 Bath,Terrace,D2,D07 PD61,€495,PropertyTeam Lappin Estates,Paul Lappin,"Sold, €525,000, Tue Sep 10 2024; Sale Agreed, €485,000, Thu May 02 2024; Created, €485,000, Wed Mar 20 2024",https://mynest.ie/listing/121259/Dublin/15-killarney-parade-phibsborough-dublin-7-d07pd61
"12 Gandon Close, Harold's Cross, Dublin 6w, D6WFH11","€265,000",1 Bed,1 Bath,Apartment,D1,D6W FH11,€315,Sherry FitzGerald Ballsbridge,Christopher Bradley,"Sold, €280,000, Tue Sep 10 2024; Sale Agreed, €265,000, Fri May 10 2024; Created, €265,000, Sun Mar 24 2024",https://mynest.ie/listing/121902/Dublin/12-gandon-close-harolds-cross-dublin-6w-d6wfh11
"Apartment 11, The Oaks, Grattan Wood, Donaghmede, Dublin 13, D13XA99","€285,000",2 Bed,2 Bath,Apartment,C1,D13 XA99,€315,KELLY BRADSHAW DALTON,Sharon Beckett,"Sold, €322,000, Tue Sep 10 2024; Sale Agreed, €285,000, Thu Apr 18 2024; Created, €285,000, Tue Feb 13 2024",https://mynest.ie/listing/115840/Dublin/apartment-11-the-oaks-grattan-wood-donaghmede-dublin-13-d13xa99
"6 Victoria Street, Dublin 8, Portobello, Dublin 8","€1,495,000",9 Bed,7 Bath,Terrace,C1,D08 X2Y9,"€2,284",,Sheridan Estates,"Sold, €1,530,000, Mon Sep 09 2024; Unlisted, €1,495,000, Mon Apr 08 2024; Price Rise, €1,495,000, Thu Sep 28 2023; Created, POA, Fri Apr 07 2023",https://mynest.ie/listing/67808/Dublin/6-victoria-street-dublin-8-portobello-dublin-8
"87 Ard na Mara, Malahide, Co Dublin, K36XR08","€1,275,000",4 Bed,3 Bath,Bungalow,D2,K36 XR08,"€1,627",Sherry FitzGerald Malahide,David R Blanc,"Sold, €1,345,000, Mon Sep 09 2024; Sale Agreed, €1,275,000, Thu Jun 27 2024; Created, €1,275,000, Thu May 09 2024",https://mynest.ie/listing/129428/Dublin/87-ard-na-mara-malahide-co-dublin-k36xr08
"8 Portobello Road, Portobello, Dublin 8","€495,000",3 Bed,1 Bath,Terrace,D1,D08 Y9R3,€495,DNG Central,Mary Doran,"Sold, €470,000, Mon Sep 09 2024; Sale Agreed, €495,000, Tue Feb 06 2024; Created, €495,000, Tue Nov 28 2023",https://mynest.ie/listing/106831/Dublin/8-portobello-road-portobello-dublin-8
"8 Portobello Road, Portobello, Dublin 8, D08Y9R3","€495,000",3 Bed,1 Bath,Terrace,D2,D08 Y9R3,€495,DNG Central,Mary Doran,"Sold, €470,000, Mon Sep 09 2024; Sale Agreed, €495,000, Wed May 22 2024; Created, €495,000, Wed Apr 03 2024",https://mynest.ie/listing/123203/Dublin/8-portobello-road-portobello-dublin-8-d08y9r3
"8 Bradogue Court, Annamoe Road, Dublin 7, D07CY81","€275,000",1 Bed,1 Bath,Apartment,D1,D07 CY81,€315,DNG Phibsboro,Brian McGee,"Sold, €286,000, Mon Sep 09 2024; Sale Agreed, €275,000, Thu Apr 25 2024; Created, €275,000, Tue Apr 09 2024",https://mynest.ie/listing/124154/Dublin/8-bradogue-court-annamoe-road-dublin-7-d07cy81
"57 Nutley Road, Donnybrook, Dublin 4","€1,500,000",4 Bed,3 Bath,Semi-D,D2,D04 F7P2,"€2,284",Hunters Estate Agent City Centre,Bobby Geraghty,"Sold, €1,600,000, Mon Sep 09 2024; Sale Agreed, €1,500,000, Mon Apr 22 2024; Created, €1,500,000, Wed Mar 13 2024",https://mynest.ie/listing/119777/Dublin/57-nutley-road-donnybrook-dublin-4
"56 The Paddocks View, Adamstown, Lucan, Co. Dublin","€285,000",3 Bed,2 Bath,Detached,B3,K78 P290,€315,BidX1,Eva Quaid,"Sold, €440,000, Mon Sep 09 2024; Unlisted, €285,000, Sun Nov 13 2022; Created, €285,000, Thu Oct 27 2022",https://mynest.ie/listing/44288/Dublin/56-the-paddocks-view-adamstown-lucan-co-dublin
"56 The Paddocks View, Adamstown, Co. Dublin","€345,000",3 Bed,3 Bath,End of Terrace,B3,K78 P290,€315,Ray Cooke Auctioneers Clondalkin,Southside Sales 2,"Sold, €440,000, Mon Sep 09 2024; Unlisted, €345,000, Mon Jan 08 2024; Created, €345,000, Sat Oct 28 2023",https://mynest.ie/listing/102718/Dublin/56-the-paddocks-view-adamstown-co-dublin
"5 Oakview Avenue, Hartstown, Clonsilla, Dublin 15, D15XYN8","€375,000",3 Bed,2 Bath,Semi-D,C3,D15 XYN8,€405,Leonard Wilson Keenan Estates & Letting Agents,Patrick Leonard,"Sold, €425,000, Mon Sep 09 2024; Sale Agreed, €375,000, Mon Sep 09 2024; Created, €375,000, Wed Mar 20 2024",https://mynest.ie/listing/121262/Dublin/5-oakview-avenue-hartstown-clonsilla-dublin-15-d15xyn8
"49 Seagrave Way, Meakstown, Finglas, Dublin 11","€199,950",1 Bed,1 Bath,Apartment,SI_666,D11 YN23,€90,Leonard Wilson Keenan Estates & Letting Agents,Founder & Head Of Business Development Christina Wilson,"Sold, €200,000, Mon Sep 09 2024; Unlisted, €199,950, Tue Apr 04 2023; Created, €199,950, Wed Nov 30 2022",https://mynest.ie/listing/50012/Dublin/49-seagrave-way-meakstown-finglas-dublin-11
"49 Seagrave Way, Finglas, Dublin 11","€199,950",1 Bed,1 Bath,Apartment,SI_666,D11 YN23,€90,Leonard Wilson Keenan Estates & Letting Agents,Founder & Head Of Business Development Christina Wilson,"Sold, €200,000, Mon Sep 09 2024; Unlisted, €199,950, Fri Jul 14 2023; Created, €199,950, Tue Apr 04 2023",https://mynest.ie/listing/66934/Dublin/49-seagrave-way-finglas-dublin-11
"49 Seagrave Way, Dublin 11","€210,000",1 Bed,1 Bath,Apartment,C1,D11 YN23,€225,REA Grimes,Elaine Swift,"Sold, €200,000, Mon Sep 09 2024; Sale Agreed, €210,000, Fri Sep 22 2023; Created, €210,000, Fri Jul 14 2023",https://mynest.ie/listing/85404/Dublin/49-seagrave-way-dublin-11
"49 Seagrave Way, Meakstown, Finglas, Dublin 11, D11YN23","€195,000",1 Bed,1 Bath,Apartment,C3,D11 YN23,€90,Brant Higgins Estate Agents,Josh Dixon,"Sold, €200,000, Mon Sep 09 2024; Sale Agreed, €195,000, Wed May 08 2024; Relisted, €195,000, Fri Apr 05 2024; Sale Agreed, €195,000, Thu Apr 04 2024; Created, €195,000, Sat Mar 09 2024",https://mynest.ie/listing/119470/Dublin/49-seagrave-way-meakstown-finglas-dublin-11-d11yn23
"44 The Poplars, Monkstown Valley, Monkstown, Co. Dublin, A94F9P4","€385,000",1 Bed,1 Bath,Semi-D,F,A94 F9P4,€405,Sherry FitzGerald Blackrock,Joan O'Hanlon,"Sold, €410,000, Mon Sep 09 2024; Sale Agreed, €385,000, Wed Jul 31 2024; Created, €385,000, Fri May 31 2024",https://mynest.ie/listing/133597/Dublin/44-the-poplars-monkstown-valley-monkstown-co-dublin-a94f9p4
"44 Seabury Road, Malahide, Co. Dublin, K36CF65","€575,000",3 Bed,2 Bath,Semi-D,C1,K36 CF65,€585,Noel Kelly Auctioneers LTD,Darren Kelly,"Sold, €626,000, Mon Sep 09 2024; Sale Agreed, €575,000, Tue Jul 23 2024; Created, €575,000, Wed May 15 2024",https://mynest.ie/listing/130434/Dublin/44-seabury-road-malahide-co-dublin-k36cf65
"43 Deerpark Place, Kiltipper, D24 VW14, Tallaght, Dublin 24","€295,000",3 Bed,3 Bath,Terrace,C3,D24 VW14,€315,Ray Cooke Auctioneers Tallaght,Southside Sales,"Sold, €330,000, Mon Sep 09 2024; Unlisted, €295,000, Tue Jun 11 2024; Created, €295,000, Wed Feb 28 2024",https://mynest.ie/listing/118130/Dublin/43-deerpark-place-kiltipper-d24-vw14-tallaght-dublin-24
"4 Saint Kevin's Road, South Circular Road, Portobello, Dublin 8, D08VF51","€825,000",2 Bed,1 Bath,Terrace,C2,D08 VF51,€855,Felicity Fox Auctioneers,Alistair Hickey,"Sold, €825,000, Mon Sep 09 2024; Sale Agreed, €825,000, Mon Jul 01 2024; Created, €825,000, Mon May 20 2024",https://mynest.ie/listing/131236/Dublin/4-saint-kevins-road-south-circular-road-portobello-dublin-8-d08vf51
"35 Hammond Street, Dublin 8","€445,000",2 Bed,1 Bath,End of Terrace,E2,D08 X2K1,€495,DNG Central,Mary Doran,"Sold, €460,000, Mon Sep 09 2024; Sale Agreed, €445,000, Wed May 22 2024; Created, €445,000, Sat Feb 24 2024",https://mynest.ie/listing/117476/Dublin/35-hammond-street-dublin-8
"Apartment 26, The Atrium, The Steelworks, Dublin 1, D01EK88","€290,000",1 Bed,1 Bath,Apartment,C3,D01 EK88,€315,DMPC Ltd,Kieran Mc Comiskey,"Sold, €287,000, Mon Sep 09 2024; Sale Agreed, €290,000, Fri Apr 19 2024; Price Drop, €290,000, Tue Mar 19 2024; Price Drop, €300,000, Tue Jun 20 2023; Created, €335,000, Sat May 27 2023",
"23 Dromheath Grove, Mulhuddart, Dublin 15, D15TH5F","€250,000",3 Bed,--,Terrace,C2,D15 TH5F,€225,Sherry FitzGerald Clonee,Jamie Hanrahan,"Sold, €308,000, Mon Sep 09 2024; Sale Agreed, €250,000, Mon Jun 10 2024; Created, €250,000, Mon May 20 2024",https://mynest.ie/listing/131241/Dublin/23-dromheath-grove-mulhuddart-dublin-15-d15th5f
"20 The Cairn, Clifflands, Rush, Co. Dublin, K56FF66","€370,000",3 Bed,1 Bath,Semi-D,D2,K56 FF66,€405,DNG McKenna Healy,Margaret Healy,"Sold, €390,500, Mon Sep 09 2024; Sale Agreed, €370,000, Wed Apr 24 2024; Created, €370,000, Wed Apr 10 2024",https://mynest.ie/listing/124397/Dublin/20-the-cairn-clifflands-rush-co-dublin-k56ff66
"20 Shelmalier Road, East Wall, East Wall, Dublin 3, D03E208","€375,000",2 Bed,1 Bath,Terrace,C3,D03 E208,€405,Corry Estates,Jim Gallagher - Assoc SCSI,"Sold, €447,000, Mon Sep 09 2024; Sale Agreed, €375,000, Mon Jul 08 2024; Created, €375,000, Wed Jun 12 2024",https://mynest.ie/listing/135584/Dublin/20-shelmalier-road-east-wall-east-wall-dublin-3-d03e208
"2 Kenmare Parade, Phibsborough, Dublin 7, D07RC83","€295,000",2 Bed,1 Bath,Terrace,E2,D07 RC83,€315,Sherry FitzGerald Phibsborough,Ronan Feeney,"Sold, €268,000, Mon Sep 09 2024; Unlisted, €295,000, Fri Jul 19 2024; Relisted, €295,000, Wed May 22 2024; Unlisted, €295,000, Fri May 03 2024; Created, €295,000, Fri Apr 19 2024",https://mynest.ie/listing/126080/Dublin/2-kenmare-parade-phibsborough-dublin-7-d07rc83
"17 Shalimar, D22ER89, Clondalkin, Dublin 22","€200,000",1 Bed,1 Bath,Apartment,C3,D22 ER89,€90,Ray Cooke Auctioneers Clondalkin,Southside Sales,"Sold, €238,000, Mon Sep 09 2024; Unlisted, €200,000, Wed Dec 06 2023; Created, €200,000, Thu Nov 02 2023",https://mynest.ie/listing/103508/Dublin/17-shalimar-d22er89-clondalkin-dublin-22
"Apartment 12, The Willows, Monkstown, Co. Dublin, A94DW62","€310,000",1 Bed,1 Bath,Apartment,E2,A94 DW62,€315,Peter Wyse,Peter Wyse,"Sold, €352,500, Mon Sep 09 2024; Sale Agreed, €310,000, Wed Apr 10 2024; Relisted, €310,000, Wed Apr 03 2024; Unlisted, €310,000, Mon Feb 19 2024; Price Drop, €310,000, Thu Feb 01 2024; Relisted, €325,000, Fri Jan 05 2024; Price Rise, €325,000, Fri Jan 05 2024; Sale Agreed, €310,000, Thu Jun 15 2023; Price Drop, €310,000, Mon Jun 12 2023; Created, €325,000, Fri May 12 2023",
"11 Wheatfield Road, Palmerstown, Palmerstown, Dublin 20, D20W718","€390,000",3 Bed,1 Bath,Terrace,C2,D20 W718,€405,Berkeley & Associates,Berkeley & Associates,"Sold, €420,000, Mon Sep 09 2024; Sale Agreed, €390,000, Mon Apr 29 2024; Created, €390,000, Tue Mar 12 2024",https://mynest.ie/listing/119639/Dublin/11-wheatfield-road-palmerstown-palmerstown-dublin-20-d20w718
"11 Corrig House, Corrig Avenue, Dun Laoghaire, Co. Dublin, A96DX29","€265,000",1 Bed,1 Bath,Apartment,D2,A96 DX29,€315,Downey Property,Robert Downey,"Sold, €293,000, Mon Sep 09 2024; Sale Agreed, €265,000, Mon Jul 01 2024; Created, €265,000, Wed Jun 05 2024",https://mynest.ie/listing/134248/Dublin/11-corrig-house-corrig-avenue-dun-laoghaire-co-dublin-a96dx29
"1 The Paddocks, Carlton Court, Swords, Co. Dublin, K67H971","€295,000",2 Bed,2 Bath,Townhouse,C3,K67 H971,€315,Brant Higgins Estate Agents,Sue Brant PSR Licence No: 004160-001611,"Sold, €385,000, Mon Sep 09 2024; Sale Agreed, €295,000, Tue May 28 2024; Created, €295,000, Thu May 09 2024",https://mynest.ie/listing/129370/Dublin/1-the-paddocks-carlton-court-swords-co-dublin-k67h971
"Fern Mews, Cullenwood Place, Dublin 6, D06RP40","€545,000",1 Bed,1 Bath,Bungalow,A3,D06 RP40,€585,Sherry FitzGerald Ranelagh,Lesley Ann Devins,"Sold, €600,000, Fri Sep 06 2024; Sale Agreed, €545,000, Fri Apr 12 2024; Created, €545,000, Mon Mar 04 2024",https://mynest.ie/listing/118829/Dublin/fern-mews-cullenwood-place-dublin-6-d06rp40
"Birnam Wood Hillcrest Road Sandyford Dublin 18, Sandyford, Dublin 18, D18K7H1","€895,000",5 Bed,4 Bath,Bungalow,G,D18 K7H1,€945,Lisney Sotheby's International Realty (Blackrock),Ann-Marie McCoy,"Sold, €870,000, Fri Sep 06 2024; Sale Agreed, €895,000, Tue Jul 02 2024; Created, €895,000, Tue Apr 09 2024",https://mynest.ie/listing/124115/Dublin/birnam-wood-hillcrest-road-sandyford-dublin-18-sandyford-dublin-18-d18k7h1
"Ballealy Lane, Lusk, Co. Dublin","€250,000",2 Bed,1 Bath,Detached,G,K45 C593,€225,DNG McKenna Healy,Margaret Healy,"Sold, €255,000, Fri Sep 06 2024; Unlisted, €250,000, Tue Feb 07 2023; Created, €250,000, Wed Feb 01 2023",https://mynest.ie/listing/56683/Dublin/ballealy-lane-lusk-co-dublin
"Apartment 9, Cloncurry House, North Wall, Dublin 1, D01XC99","€405,000",2 Bed,2 Bath,Apartment,B3,D01 XC99,€405,HWP Residential and Commercial Property,Daniel Kelly (Residential Sales),"Sold, €450,000, Fri Sep 06 2024; Unlisted, €405,000, Wed Jul 31 2024; Relisted, €405,000, Wed Apr 17 2024; Sale Agreed, €405,000, Mon Apr 15 2024; Relisted, €405,000, Wed Mar 20 2024; Unlisted, €405,000, Mon Feb 19 2024; Created, €405,000, Fri Feb 09 2024",https://mynest.ie/listing/115418/Dublin/apartment-9-cloncurry-house-north-wall-dublin-1-d01xc99
"Apartment 1, Block C, Brabazon Hall, Dublin 8, D08AX26","€295,000",1 Bed,1 Bath,Apartment,E1,D08 AX26,€315,Mullery O'Gara Estate Agents,Oliver Travers,"Sold, €373,000, Fri Sep 06 2024; Sale Agreed, €295,000, Wed Jul 31 2024; Created, €295,000, Mon Jul 08 2024",https://mynest.ie/listing/139943/Dublin/apartment-1-block-c-brabazon-hall-dublin-8-d08ax26
"Apartment 90, Hook Head, Custom House Harbour Apartments, IFSC, Dublin 1, D01NR23","€280,000",1 Bed,1 Bath,Apartment,SI_666,D01 NR23,€315,Newcombe Estates,Dermot Smyth 002173-006276,"Sold, €300,000, Fri Sep 06 2024; Sale Agreed, €280,000, Mon Apr 22 2024; Created, €280,000, Fri Mar 08 2024",https://mynest.ie/listing/119411/Dublin/apartment-90-hook-head-custom-house-harbour-apartments-ifsc-dublin-1-d01nr23
"8 Laurleen, Leopardstown, Dublin 18, A94D284","€850,000",5 Bed,3 Bath,Detached,C2,A94 D284,€855,Gillespie Lowe,John Lowe,"Sold, €850,000, Fri Sep 06 2024; Sale Agreed, €850,000, Sat Dec 09 2023; Created, €850,000, Wed Oct 25 2023",https://mynest.ie/listing/102157/Dublin/8-laurleen-leopardstown-dublin-18-a94d284
"71 Goatstown Road, Goatstown, Dublin 14, D14H329","€1,595,000",4 Bed,3 Bath,Detached,C3,D14 H329,"€2,502",Lynam Auctioneers & Estate Agents,Siobhan Lynam,"Sold, €1,625,000, Fri Sep 06 2024; Sale Agreed, €1,595,000, Thu May 09 2024; Created, €1,595,000, Tue Mar 26 2024",https://mynest.ie/listing/122137/Dublin/71-goatstown-road-goatstown-dublin-14-d14h329
"70 Bunbury Gate Crescent, Swords, Co. Dublin","€440,000",3 Bed,3 Bath,Semi-D,C1,K67 V261,€495,Morton & Flanagan Ltd.,Adam Gavin,"Sold, €485,000, Fri Sep 06 2024; Unlisted, €440,000, Mon Jan 08 2024; Created, €440,000, Fri Sep 22 2023",https://mynest.ie/listing/97192/Dublin/70-bunbury-gate-crescent-swords-co-dublin
"70 Bunbury Gate Crescent, Swords, Co. Dublin, K67V261","€450,000",3 Bed,3 Bath,Semi-D,C1,K67 V261,€495,Morton & Flanagan Ltd.,Adam Gavin,"Sold, €485,000, Fri Sep 06 2024; Sale Agreed, €450,000, Tue Jun 04 2024; Created, €450,000, Thu May 09 2024",https://mynest.ie/listing/129393/Dublin/70-bunbury-gate-crescent-swords-co-dublin-k67v261
"6 Ontario Court, Ranelagh, Dublin 6, D06Y0F4","€925,000",3 Bed,3 Bath,Semi-D,A3,D06 Y0F4,€945,DNG Donnybrook,Astrid Lyons,"Sold, €960,000, Fri Sep 06 2024; Sale Agreed, €925,000, Thu May 02 2024; Relisted, €925,000, Mon Nov 06 2023; Sale Agreed, €925,000, Wed Oct 18 2023; Relisted, €925,000, Thu Oct 05 2023; Sale Agreed, €925,000, Fri Jul 14 2023; Created, €925,000, Fri Jun 16 2023",
"6 Brendan Road, Donnybrook, Dublin 4, D04N7F3","€2,300,000",4 Bed,3 Bath,Semi-D,D2,D04 N7F3,"€2,830",Sherry FitzGerald Ballsbridge,Laura Conway,"Sold, €2,400,000, Fri Sep 06 2024; Sale Agreed, €2,300,000, Tue Apr 23 2024; Created, €2,300,000, Thu Mar 21 2024",https://mynest.ie/listing/121434/Dublin/6-brendan-road-donnybrook-dublin-4-d04n7f3
"Ischia, 6 Blackglen Court, Sandyford, Dublin 18, D18P9C9","€875,000",4 Bed,3 Bath,Detached,C2,D18 P9C9,€855,Brady & McCarthy Estate Agents,Olwen McCarthy,"Sold, €965,000, Fri Sep 06 2024; Unlisted, €875,000, Thu Aug 08 2024; Created, €875,000, Wed May 08 2024",https://mynest.ie/listing/129159/Dublin/ischia-6-blackglen-court-sandyford-dublin-18-d18p9c9
"Apartment 55, Beacon, Ashtown, Dublin 15, D15RC80","€310,000",2 Bed,2 Bath,Apartment,C3,D15 RC80,€315,Brennan Property Consultants,Colm Devoy,"Sold, €363,000, Fri Sep 06 2024; Sale Agreed, €310,000, Wed Mar 27 2024; Created, €310,000, Wed Mar 06 2024",https://mynest.ie/listing/119128/Dublin/apartment-55-beacon-ashtown-dublin-15-d15rc80
"Fintragh, 49 Woodlands Road, Glenageary, Co. Dublin, A96R1V7","€699,950",4 Bed,2 Bath,Semi-D,D1,A96 R1V7,€675,Churches Estate Agents,Blackrock Office,"Sold, €733,000, Fri Sep 06 2024; Sale Agreed, €699,950, Wed Jun 05 2024; Created, €699,950, Wed Apr 24 2024",https://mynest.ie/listing/126825/Dublin/fintragh-49-woodlands-road-glenageary-co-dublin-a96r1v7
"44a Grace Park Terrace, Drumcondra, Dublin 9, D09H5X0","€435,000",2 Bed,3 Bath,Semi-D,D2,D09 H5X0,€405,Sherry FitzGerald Killester,Sean Tobin,"Sold, €541,353, Fri Sep 06 2024; Sale Agreed, €435,000, Wed Apr 17 2024; Created, €435,000, Thu Mar 28 2024",https://mynest.ie/listing/122609/Dublin/44a-grace-park-terrace-drumcondra-dublin-9-d09h5x0
"36 College Street, Baldoyle, Dublin 13","€365,000",2 Bed,1 Bath,Detached,F,D13 A4Y8,€405,DNG Raheny,Mark McKenzie,"Sold, €348,500, Fri Sep 06 2024; Sale Agreed, €365,000, Tue Feb 20 2024; Created, €365,000, Wed Jun 14 2023",https://mynest.ie/listing/79784/Dublin/36-college-street-baldoyle-dublin-13
"35 Holywell Crescent, Donaghmede, Donaghmede, Dublin 13, D13P088","€405,000",3 Bed,1 Bath,End of Terrace,D1,D13 P088,€405,Redmond Property,Philip Mahon MIPAV MCEI,"Sold, €450,000, Fri Sep 06 2024; Sale Agreed, €405,000, Mon Jul 01 2024; Relisted, €405,000, Fri Jun 28 2024; Price Rise, €405,000, Fri Jun 28 2024; Sale Agreed, €395,000, Tue Apr 02 2024; Created, €395,000, Mon Feb 26 2024",https://mynest.ie/listing/117735/Dublin/35-holywell-crescent-donaghmede-donaghmede-dublin-13-d13p088
"33 Oakley Road Ranelagh Dublin 6, Ranelagh, Dublin 6, D06YD37","€1,595,000",4 Bed,2 Bath,Terrace,--,D06 YD37,"€2,502",Lisney Sotheby's International Realty (Ranelagh),Tracey Gilbourne,"Sold, €2,112,500, Fri Sep 06 2024; Sale Agreed, €1,595,000, Thu Jul 04 2024; Created, €1,595,000, Wed May 22 2024",https://mynest.ie/listing/131728/Dublin/33-oakley-road-ranelagh-dublin-6-ranelagh-dublin-6-d06yd37
"29 Suncroft Park, Tallaght, Dublin 24, D24T6H9","€260,000",2 Bed,1 Bath,Bungalow,D2,D24 T6H9,€225,REA McGEE,Anthony McGee,"Sold, €260,000, Fri Sep 06 2024; Sale Agreed, €260,000, Fri Jun 14 2024; Price Drop, €260,000, Wed May 01 2024; Created, €270,000, Mon Feb 26 2024",https://mynest.ie/listing/117707/Dublin/29-suncroft-park-tallaght-dublin-24-d24t6h9
"24a Offington Court Dublin 13, Sutton, Dublin 13, D13Y5W8","€875,000",4 Bed,4 Bath,Detached,C3,D13 Y5W8,€855,Quillsen Fairview,Paul Menton,"Sold, €930,000, Fri Sep 06 2024; Sale Agreed, €875,000, Mon Jul 08 2024; Created, €875,000, Wed Jun 12 2024",https://mynest.ie/listing/135576/Dublin/24a-offington-court-dublin-13-sutton-dublin-13-d13y5w8
"24 The Walk, Carrickmines Green, Carrickmines, Dublin 18, D18XF61","€595,000",3 Bed,4 Bath,Terrace,A2,D18 XF61,€585,Leonard Wilson Keenan Estates & Letting Agents,Patrick Leonard,"Sold, €641,000, Fri Sep 06 2024; Unlisted, €595,000, Mon Apr 29 2024; Created, €595,000, Tue Feb 20 2024",https://mynest.ie/listing/116806/Dublin/24-the-walk-carrickmines-green-carrickmines-dublin-18-d18xf61
"Apartment 23, Woods End, River Road, Castleknock, Dublin 15, D15KP22","€340,000",2 Bed,1 Bath,Apartment,B3,D15 KP22,€315,Hora Property Consultants,Aidan Hora,"Sold, €343,000, Fri Sep 06 2024; Unlisted, €340,000, Wed May 29 2024; Relisted, €340,000, Mon Apr 29 2024; Unlisted, €340,000, Fri Mar 15 2024; Created, €340,000, Fri Dec 22 2023",https://mynest.ie/listing/108990/Dublin/apartment-23-woods-end-river-road-castleknock-dublin-15-d15kp22
"20 Castlecurragh Heath, Mulhuddart, Dublin 15, D15Y5H0","€330,000",3 Bed,2 Bath,Terrace,C2,D15 Y5H0,€315,Duffy Auctioneers,Duffy Auctioneers MIPAV,"Sold, €361,000, Fri Sep 06 2024; Sale Agreed, €330,000, Fri May 24 2024; Created, €330,000, Wed Mar 27 2024",https://mynest.ie/listing/122309/Dublin/20-castlecurragh-heath-mulhuddart-dublin-15-d15y5h0
"19 Manor Square, Ongar Village, Ongar, Dublin 15, D15P440","€275,000",2 Bed,2 Bath,Duplex,B3,D15 P440,€315,Herbert & Lansdowne Estate Agents,Sales Department,"Sold, €324,000, Fri Sep 06 2024; Sale Agreed, €275,000, Wed May 15 2024; Created, €275,000, Fri May 03 2024",https://mynest.ie/listing/128556/Dublin/19-manor-square-ongar-village-ongar-dublin-15-d15p440
"16 Cairnbrook Avenue, Carrickmines, Carrickmines, Dublin 18, D18TP40","€495,000",2 Bed,2 Bath,Apartment,C1,D18 TP40,€495,Gillespie Lowe,John Lowe,"Sold, €517,500, Fri Sep 06 2024; Sale Agreed, €495,000, Thu Jun 27 2024; Created, €495,000, Wed Apr 17 2024",https://mynest.ie/listing/125596/Dublin/16-cairnbrook-avenue-carrickmines-carrickmines-dublin-18-d18tp40
"12 Linnetfields Close, Clonee, Clonee, Dublin 15, D15C6K7","€275,000",2 Bed,1 Bath,Terrace,C2,D15 C6K7,€315,O'Connell Properties,Jim O'Connell,"Sold, €338,000, Fri Sep 06 2024; Sale Agreed, €275,000, Thu Jun 20 2024; Created, €275,000, Tue Apr 16 2024",https://mynest.ie/listing/125396/Dublin/12-linnetfields-close-clonee-clonee-dublin-15-d15c6k7
"Apartment 106, The Beech, Dublin 16, D16T283","€350,000",2 Bed,2 Bath,Apartment,SI_666,D16 T283,€315,Stokes Property Consultants Ltd,Nick Boyle,"Sold, €367,000, Fri Sep 06 2024; Created, €350,000, Thu Mar 28 2024",https://mynest.ie/listing/122588/Dublin/apartment-106-the-beech-dublin-16-d16t283
"10 Cherrywood Villas, D22YN25, Clondalkin, Dublin 22","€295,000",2 Bed,1 Bath,Bungalow,E1,D22 YN25,€315,Ray Cooke Auctioneers,Southside Sales 2,"Sold, €320,000, Fri Sep 06 2024; Unlisted, €295,000, Fri Jul 19 2024; Created, €295,000, Fri May 24 2024",https://mynest.ie/listing/132308/Dublin/10-cherrywood-villas-d22yn25-clondalkin-dublin-22
"1 Terenure Park, Terenure, Dublin 6W, D6WT183","€1,250,000",5 Bed,3 Bath,End of Terrace,B3,D6W T183,"€1,627",Quillsen,Quillsen Terenure,"Sold, €1,325,000, Fri Sep 06 2024; Sale Agreed, €1,250,000, Wed Jun 26 2024; Created, €1,250,000, Fri Apr 26 2024",https://mynest.ie/listing/127420/Dublin/1-terenure-park-terenure-dublin-6w-d6wt183
"1 Cormac Terrace, Terenure, Dublin 6, D6WHX66","€500,000",2 Bed,1 Bath,End of Terrace,D2,D6W HX66,€495,DNG Terenure,Orla Buckley,"Sold, €565,000, Fri Sep 06 2024; Sale Agreed, €500,000, Wed May 29 2024; Created, €500,000, Wed Apr 17 2024",https://mynest.ie/listing/125545/Dublin/1-cormac-terrace-terenure-dublin-6-d6whx66
"Pine Lodge, Ballinclea Road, Killiney, Co. Dublin, A96CD40","€750,000",3 Bed,1 Bath,Bungalow,D2,A96 CD40,€765,Herman White Estates,Rory Crerar,"Sold, €800,000, Thu Sep 05 2024; Sale Agreed, €750,000, Tue Apr 30 2024; Created, €750,000, Mon Mar 25 2024",https://mynest.ie/listing/121973/Dublin/pine-lodge-ballinclea-road-killiney-co-dublin-a96cd40
"Apartment 79 ,West Gate, Saint Augustine Street, Christchurch, Dublin 8, D08P868","€325,000",2 Bed,1 Bath,Apartment,D1,D08 P868,€315,The Property Shop,Sales,"Sold, €340,000, Thu Sep 05 2024; Sale Agreed, €325,000, Wed Aug 07 2024; Created, €325,000, Fri Jun 14 2024",https://mynest.ie/listing/136079/Dublin/apartment-79-west-gate-saint-augustine-street-christchurch-dublin-8-d08p868
"62A Churchtown Road Lower, Churchtown, Dublin 14, D14Y796","€640,000",3 Bed,2 Bath,Semi-D,C2,D14 Y796,€675,Maher Gleeson Estates,Stephen Dunne,"Sold, €640,000, Thu Sep 05 2024; Sale Agreed, €640,000, Thu Jun 06 2024; Price Drop, €640,000, Tue May 14 2024; Created, €700,000, Tue Apr 16 2024",https://mynest.ie/listing/125371/Dublin/62a-churchtown-road-lower-churchtown-dublin-14-d14y796
